지점,지점명,일시,평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s)
279,구미,2016-04,21.4,9,163.7,1.3
279,구미,2016-05,26.5,13,59.4,1.5
279,구미,2016-06,28.6,18.6,29,1.2
279,구미,2016-07,31,22.1,325.4,1
279,구미,2016-08,33.1,22.5,114.7,1.2
279,구미,2016-09,25.6,18.2,238.5,.7
279,구미,2016-10,20.3,12.1,155.1,.8
279,구미,2016-11,13.2,3,12,1
279,구미,2016-12,7.8,-1.4,19.4,1.3
279,구미,2017-01,6,-4.6,4.7,1.3
279,구미,2017-02,8.5,-2.9,30.8,1.7
279,구미,2017-03,14,1.5,25.1,1.4
279,구미,2017-04,22.1,8.2,56.2,1.4
279,구미,2017-05,27.2,13.3,14.8,1.4
279,구미,2017-06,30,17.7,55.4,1.3
279,구미,2017-07,31.6,23.4,123.4,.9
279,구미,2017-08,30.4,21.6,228.2,.9
279,구미,2017-09,26.6,15.2,81,.9
279,구미,2017-10,21,10.9,54.7,.9
279,구미,2017-11,13.2,1.3,1.2,1.1
279,구미,2017-12,5.5,-4.5,13.1,1.4
279,구미,2018-01,3.9,-5.6,19,1.5
279,구미,2018-02,6.9,-4.9,32.3,1.5
279,구미,2018-03,15.6,2.8,131.4,1.3
279,구미,2018-04,21.2,8.1,120.8,1.3
279,구미,2018-05,24.9,13.3,109.1,1.3
279,구미,2018-06,28.7,18.4,150.4,1.1
279,구미,2018-07,32.5,23.3,262.8,1
279,구미,2018-08,32.9,23,258.2,1.1
279,구미,2018-09,25.3,16.2,129.5,.8
279,구미,2018-10,19.2,8.2,158.5,.9
279,구미,2018-11,14.3,2.6,15.2,.6
279,구미,2018-12,6.3,-3.2,22.9,1.1
279,구미,2019-01,6.5,-3.9,6,1.3
279,구미,2019-02,9,-1.5,23.3,1.3
279,구미,2019-03,15.4,2.6,21.4,1.4
279,구미,2019-04,19.4,7.2,109.6,1.1
279,구미,2019-05,27.1,12.6,53.3,1.2
279,구미,2019-06,28.5,17.6,113.2,1
279,구미,2019-07,29.7,21.4,174.1,.9
279,구미,2019-08,31.4,22.5,146.9,1
279,구미,2019-09,26.6,18.2,219.4,.8
279,구미,2019-10,21.5,11.1,227.5,.8
279,구미,2019-11,15.3,3.6,20.4,.8
279,구미,2019-12,8.3,-1.9,18.1,1
279,구미,2020-01,8,-.5,61,1.1
279,구미,2020-02,10.1,-.7,56.5,1.2
279,구미,2020-03,15.9,2.8,19.9,1.4
279,구미,2020-04,19.3,5.7,36.4,1.5
279,구미,2020-05,25.3,13.4,67.4,1.2
279,구미,2020-06,29.8,19,198.1,1
279,구미,2020-07,27,20,434,.8
279,구미,2020-08,31.8,23.7,401,.9
279,구미,2020-09,25.6,16.1,152.5,.9
279,구미,2020-10,21,8.7,6,.8
279,구미,2020-11,14.9,3.5,34.2,.9
279,구미,2020-12,7,-3.9,2.5,1
279,구미,2021-01,5.5,-5.5,9.8,1
279,구미,2021-02,10.9,-1.9,14.7,1.2
279,구미,2021-03,16,4,89.7,1.1
279,구미,2021-04,21.1,8.1,46.9,1.2
279,구미,2021-05,23.9,12.1,121.3,1.1
279,구미,2021-06,28.6,18.3,44.2,.9
279,구미,2021-07,32.1,22.1,259.7,.8
279,구미,2021-08,29.8,21.6,290,.7
279,구미,2021-09,26.1,17.5,115.9,.7
279,구미,2021-10,21.8,10.4,50,.6
279,구미,2021-11,15.2,3.3,55.7,.7
279,구미,2021-12,8.6,-2.8,.1,1
279,구미,2022-01,6.2,-4.8,.9,.9
279,구미,2022-02,7.2,-4.1,.3,1.3
279,구미,2022-03,15.5,3,42.2,.9
279,구미,2022-04,22.5,8,42.3,.9
279,구미,2022-05,27,12.7,8.2,1.2
279,구미,2022-06,29.5,18.8,122.9,1
279,구미,2022-07,32,23.1,113.3,1
279,구미,2022-08,30.1,22.3,229.2,.7
279,구미,2022-09,26.7,16.7,141.4,.6
279,구미,2022-10,21,9,32,.6
279,구미,2022-11,16.9,3.7,55,.5
279,구미,2022-12,5,-4.9,5.2,1
279,구미,2023-01,6,-5.3,21.5,.8
279,구미,2023-02,9.8,-1.9,10,.7
279,구미,2023-03,18.4,3.8,27.5,.7
279,구미,2023-04,21,7.5,44.9,.9
279,구미,2023-05,25.2,13.1,161.1,.7
279,구미,2023-06,29.4,18.7,164.3,.8
279,구미,2023-07,30.7,22.4,481.3,.7
279,구미,2023-08,32,23.4,498.3,.8
279,구미,2023-09,27.8,19.2,219,.6
279,구미,2023-10,21.9,9.5,3.4,.6
279,구미,2023-11,14,2.7,40.5,.8
279,구미,2023-12,7.9,-1.9,100.8,.8
279,구미,2024-01,6.7,-2.9,26.8,1
279,구미,2024-02,9.8,.7,77.6,.7
279,구미,2024-03,14.1,2.3,71.5,1.1
279,구미,2024-04,22.6,10.1,63.3,.8
279,구미,2024-05,25.9,12.3,72.1,1
279,구미,2024-06,30.4,18.5,63.5,.9
279,구미,2024-07,31.2,23.5,299.4,.8
279,구미,2024-08,34.4,24.1,63.1,.8
279,구미,2024-09,30.3,21,168.3,.6
279,구미,2024-10,21.3,11.7,56.4,.6
279,구미,2024-11,15.9,4.6,31.2,.7
279,구미,2024-12,8.2,-1.7,2.5,1.1
279,구미,2025-01,6.9,-5.1,8.9,1.2
279,구미,2025-02,6.8,-5.5,8.8,1.9
279,구미,2025-03,15.7,2.1,31.4,1.6
279,구미,2025-04,22.4,7.2,50.4,1.6
281,영천,1973-01,6.2,-2.1,71.6,1.5
281,영천,1973-02,7.7,-2,19.4,2.3
281,영천,1973-03,13,-.8,4.8,2.4
281,영천,1973-04,20.3,6.6,145.6,1.9
281,영천,1973-05,23.2,11.1,101.7,1.7
281,영천,1973-06,26.6,15.5,67.3,1.5
281,영천,1973-07,33,22.8,107.1,1.3
281,영천,1973-08,32.4,22.3,88.5,1.1
281,영천,1973-09,26.2,14.8,139.6,1
281,영천,1973-10,19.5,7.3,113.1,1
