지점,지점명,일시,평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s)
272,영주,1985-10,19.5,8.5,147.5,1.5
272,영주,1985-11,9.7,.5,29.1,2.8
272,영주,1985-12,2,-9,17.7,3
272,영주,1986-01,.2,-10.1,4,4.2
272,영주,1986-02,1.9,-9.7,12.6,3.4
272,영주,1986-03,10.6,-3,28.4,2.3
272,영주,1986-04,19.3,3.8,16.8,2.7
272,영주,1986-05,23.2,9.3,68.2,1.8
272,영주,1986-06,25.8,15.9,179.6,1.3
272,영주,1986-07,26.4,19.1,206.1,1.1
272,영주,1986-08,29.1,19.5,269.7,1.3
272,영주,1986-09,24.3,12.6,66.1,1.2
272,영주,1986-10,16.8,5,109.3,1.4
272,영주,1986-11,10.6,-2.3,9.1,2.1
272,영주,1986-12,6.3,-4.1,40.1,2.2
272,영주,1987-01,2.4,-8,34.4,3.2
272,영주,1987-02,4.9,-5.4,59.6,2.8
272,영주,1987-03,9.7,-1.4,41.8,2.4
272,영주,1987-04,18.1,2.8,68.7,2.2
272,영주,1987-05,23.9,9.4,70.2,1.7
272,영주,1987-06,28,14.1,148.5,1.2
272,영주,1987-07,27.7,19.3,474.9,1.1
272,영주,1987-08,28.2,20.4,434.8,1.1
272,영주,1987-09,24.7,11.4,22.9,1.4
272,영주,1987-10,20.7,6,26.9,1.5
272,영주,1987-11,11.9,-1.3,51.7,1.8
272,영주,1987-12,5.9,-7.8,1.3,2.3
272,영주,1988-01,3.1,-8.6,4.3,3.2
272,영주,1988-02,3.5,-9.2,3,3.2
272,영주,1988-03,8.8,-3.4,38.2,2.6
272,영주,1988-04,18,2.8,68.4,2.5
272,영주,1988-05,23.8,8.9,36,1.9
272,영주,1988-06,27.3,15.4,87.6,1.3
272,영주,1988-07,26.6,19.1,484,.9
272,영주,1988-08,30.8,19.5,96.7,1
272,영주,1988-09,25.6,13.5,58.2,1.2
272,영주,1988-10,20.6,5.5,0,1.7
272,영주,1988-11,10.9,-3.1,5.3,2.7
272,영주,1988-12,4.7,-7.7,2.8,2.8
272,영주,1989-01,4.6,-5,72.5,1.8
272,영주,1989-02,7.7,-3.6,43.4,2
272,영주,1989-03,11.7,-.3,96.9,2.2
272,영주,1989-04,21.3,3.7,12.4,1.9
272,영주,1989-05,24.5,9.6,50.6,1.9
272,영주,1989-06,25.6,13.4,143.7,1.2
272,영주,1989-07,28.3,19.5,429.9,.9
272,영주,1989-08,29.3,18.1,143,1
272,영주,1989-09,24.4,14.1,180,1
272,영주,1989-10,19.1,3.8,15.9,1.3
272,영주,1989-11,11.1,.2,130.9,2
272,영주,1989-12,6.8,-5.2,3,2.4
272,영주,1990-01,1.1,-9.7,40.3,2.4
272,영주,1990-02,7.1,-1.1,114.2,1.7
272,영주,1990-03,12.2,-.2,47.7,2.4
272,영주,1990-04,16.9,3.9,103.5,2.3
272,영주,1990-05,21.6,9.8,113.3,1.6
272,영주,1990-06,25.4,16.3,345.4,1.1
272,영주,1990-07,29.2,21,235.1,1
272,영주,1990-08,31.8,20.4,135.2,.9
272,영주,1990-09,25.1,15,233.6,1
272,영주,1990-10,20.7,5.2,12.8,1.3
272,영주,1990-11,14.6,1.3,64.9,2
272,영주,1990-12,5.5,-7.3,7.4,2.4
272,영주,1991-01,2.4,-9.6,22.3,3
272,영주,1991-02,3.8,-7.5,39,2.8
272,영주,1991-03,10.3,-1,56.3,2.3
272,영주,1991-04,20,3.2,95.3,2.1
272,영주,1991-05,23.3,9,106.5,1.6
272,영주,1991-06,28.7,17.2,90.6,.6
272,영주,1991-07,27.2,20.5,364.6,.3
272,영주,1991-08,28.9,19.4,82,.3
272,영주,1991-09,25.3,14.4,176.6,.4
272,영주,1991-10,20.4,5,2.6,.8
272,영주,1991-11,12.9,-1.7,8.9,.9
272,영주,1991-12,6.9,-3.4,48.1,1.7
272,영주,1992-01,4,-5,9.8,2.8
272,영주,1992-02,5.3,-5.4,9.7,3.1
272,영주,1992-03,11.6,.5,41.8,1.9
272,영주,1992-04,17.4,5,87.8,2.6
272,영주,1992-05,21.3,9.1,88.3,2.7
272,영주,1992-06,26.6,14.1,38.6,2
272,영주,1992-07,30.2,20.3,196.1,2
272,영주,1992-08,28.3,19.6,198.4,1.4
272,영주,1992-09,24.8,14.6,258,1.8
272,영주,1992-10,19,6.3,11.8,2.2
272,영주,1992-11,11.7,-1,13.8,2.8
272,영주,1992-12,5.3,-3.5,42,3.4
272,영주,1993-01,2.5,-6.6,5.2,3.6
272,영주,1993-02,6.4,-4.7,79.3,4.3
272,영주,1993-03,10.8,-1.8,28.8,2.6
272,영주,1993-04,17.6,4.3,65.6,3.9
272,영주,1993-05,23.9,10.4,175.6,2.4
272,영주,1993-06,26.4,16.7,184.3,2.1
272,영주,1993-07,26.6,17.6,299.8,1.4
272,영주,1993-08,25.8,17.4,577.4,1.6
272,영주,1993-09,25.6,12.8,109.3,1.8
272,영주,1993-10,18.7,4.8,38.5,2.8
272,영주,1993-11,12,2.4,53.7,2.7
272,영주,1993-12,4.4,-5.7,11.5,4.1
272,영주,1994-01,3.4,-7,7.4,3.4
272,영주,1994-02,6.2,-5.6,5.5,4
272,영주,1994-03,9,-1.1,42.8,4.1
272,영주,1994-04,21.3,6,56,2.8
272,영주,1994-05,23.3,10.5,186.3,2.6
272,영주,1994-06,27.6,15.1,293,2
272,영주,1994-07,33.5,22.3,55.3,2.2
272,영주,1994-08,31.6,21.1,274.5,1.7
272,영주,1994-09,25.8,12.9,18.2,2.5
272,영주,1994-10,19.7,7,169.5,2.2
272,영주,1994-11,13.9,1.7,25.5,2.4
272,영주,1994-12,5.8,-5.4,7.6,3.9
272,영주,1995-01,1.8,-7.7,15.7,4.7
272,영주,1995-02,6.4,-6.3,.8,3.1
272,영주,1995-03,10.6,-.4,89.5,2.9
272,영주,1995-04,18.5,3.3,70,3.7
272,영주,1995-05,22.5,9.1,106.8,2.8
272,영주,1995-06,25.6,14.3,108,2
272,영주,1995-07,28.2,19.8,212.5,1.6
272,영주,1995-08,30.2,21,503.5,1.5
272,영주,1995-09,23.7,12,56.5,2
272,영주,1995-10,20.2,6.4,43,2.2
272,영주,1995-11,11,-1.9,22.5,3.5
272,영주,1995-12,3.5,-8.3,4.4,3.6
272,영주,1996-01,2.4,-7.8,37,4.2
272,영주,1996-02,3.7,-8,11.2,3.8
272,영주,1996-03,8.7,-1.7,126.3,3.2
272,영주,1996-04,16.3,3.8,68.5,4
272,영주,1996-05,23.9,10.2,54,2.6
272,영주,1996-06,25.7,16.9,273,1.6
272,영주,1996-07,29.3,19.1,186.5,1.6
272,영주,1996-08,30.8,20.1,120.5,1.6
272,영주,1996-09,27.3,13.6,38.5,1.7
272,영주,1996-10,20.7,7.2,84,2.2
272,영주,1996-11,11.8,1.2,66.8,2.9
272,영주,1996-12,6.7,-5.2,25.6,3.2
272,영주,1997-01,2.7,-8.6,11,4.8
272,영주,1997-02,6.9,-6.8,32.4,3.5
272,영주,1997-03,13.1,-.2,24.5,3.4
272,영주,1997-04,19.2,4.9,67.5,3.1
272,영주,1997-05,23.5,11.1,248,2.8
272,영주,1997-06,28.8,15.8,182,2
272,영주,1997-07,29.7,19.8,403,1.7
272,영주,1997-08,30.2,20.4,159,1.9
272,영주,1997-09,25.7,13,124,2
272,영주,1997-10,19.8,5.3,21,3.3
272,영주,1997-11,14.4,1.9,177.5,2.4
272,영주,1997-12,6.6,-3.9,64.9,3.1
272,영주,1998-01,3.5,-6.1,18.5,4.4
272,영주,1998-02,8.4,-3.5,38.2,2.8
272,영주,1998-03,13.5,.9,41,3.4
272,영주,1998-04,21,9,150.5,1.7
272,영주,1998-05,24.6,11.8,139.5,2.2
272,영주,1998-06,24.7,15,259,1.2
272,영주,1998-07,27.4,19.8,421.1,1.3
272,영주,1998-08,28,20,449.4,1.2
272,영주,1998-09,27.2,14.7,151.3,1.4
272,영주,1998-10,21.5,9.1,94.5,1.9
272,영주,1998-11,12.4,-.2,27.2,2.6
272,영주,1998-12,7.2,-4.4,1.6,3
272,영주,1999-01,3.8,-6.8,1.6,4.4
272,영주,1999-02,5.4,-5.5,9.1,4.1
272,영주,1999-03,12,-1.2,91.5,2.3
272,영주,1999-04,19.6,4.9,154.5,2.4
272,영주,1999-05,22.8,9.6,176.5,2.5
272,영주,1999-06,27.4,14.9,250,1.8
272,영주,1999-07,27.4,18.4,203.2,1.5
272,영주,1999-08,28.2,19,435.7,1.3
272,영주,1999-09,27.2,17.5,428,1.5
272,영주,1999-10,19.4,6.5,86.5,1.9
272,영주,1999-11,12.5,.3,15.3,2.5
272,영주,1999-12,4.7,-6.2,8.9,3.3
272,영주,2000-01,2.9,-6.1,38.8,3.2
272,영주,2000-02,3.6,-7,0,4.4
272,영주,2000-03,12.2,-.6,17.1,4
272,영주,2000-04,18.2,4.4,56.1,3.1
272,영주,2000-05,24.3,11.1,76,2.3
272,영주,2000-06,28.1,16.7,213,1.5
272,영주,2000-07,31.1,20.6,198,1.7
272,영주,2000-08,29.9,20.7,425,1.3
272,영주,2000-09,24.1,13.9,315.5,1.4
272,영주,2000-10,20.3,6.8,42.5,1.7
272,영주,2000-11,12.1,.1,39.5,2.2
272,영주,2000-12,5.8,-6.4,14,2.8
272,영주,2001-01,.5,-8.6,36.9,3.4
272,영주,2001-02,4.5,-5.6,56.7,2.8
272,영주,2001-03,10.3,-1.9,13.2,3.6
272,영주,2001-04,19.6,3.6,18,2.8
272,영주,2001-05,24.6,10.7,15,2.6
272,영주,2001-06,27,16.3,258,1.8
272,영주,2001-07,29.9,19.8,161,1.2
272,영주,2001-08,30.2,18.5,59,1.3
272,영주,2001-09,25.5,11.9,87,1.4
272,영주,2001-10,19.4,7.5,114,1.6
272,영주,2001-11,11.1,-1.8,4.5,2.6
272,영주,2001-12,3.2,-7.2,8.5,3.2
272,영주,2002-01,2.9,-5.7,58.9,3.7
272,영주,2002-02,6.4,-5.7,.7,3.2
272,영주,2002-03,12.8,-.2,36.5,3
272,영주,2002-04,18.9,4.5,190,2.5
272,영주,2002-05,22.1,9.4,138.5,1.8
272,영주,2002-06,26.7,13.2,53.5,1.8
272,영주,2002-07,28.3,19.3,256,1.3
272,영주,2002-08,26.5,19.9,673,1.1
272,영주,2002-09,25.2,13.2,101.5,1.1
272,영주,2002-10,17.5,4.8,33.5,2
272,영주,2002-11,8.2,-2.3,13,3.3
272,영주,2002-12,5.3,-3.6,39.8,2.7
272,영주,2003-01,1.3,-8.7,20.8,3.6
272,영주,2003-02,5.7,-3.6,59.6,2.2
272,영주,2003-03,10.7,-1,36,1.8
272,영주,2003-04,18.2,5.3,220.5,2
272,영주,2003-05,24.3,10.2,193.5,1.3
272,영주,2003-06,26.4,15.6,201,1.3
272,영주,2003-07,26.7,18.4,547,.9
272,영주,2003-08,28,19.4,343,1
272,영주,2003-09,25,14.8,294.5,1.4
272,영주,2003-10,18.9,4.8,21.5,2.2
272,영주,2003-11,13.6,2.3,58.5,1.8
272,영주,2003-12,4.7,-4.7,23,4
272,영주,2004-01,2.5,-7.8,5.2,3.1
272,영주,2004-02,6.9,-5,21,3.5
272,영주,2004-03,11.5,-1.5,37,3
272,영주,2004-04,20,4.9,96.5,3
272,영주,2004-05,22.9,10.8,103,2.1
272,영주,2004-06,28,15.4,311,1.6
272,영주,2004-07,29.7,20.6,308.5,1.3
272,영주,2004-08,29.7,19.8,263,1.2
272,영주,2004-09,25.8,14.2,173,1.5
272,영주,2004-10,20.2,4.9,3.3,1.9
272,영주,2004-11,14.1,1.1,38.5,2.3
272,영주,2004-12,7.2,-4,23.5,2.5
272,영주,2005-01,2.4,-7.5,1.7,4.1
272,영주,2005-02,3,-7.4,15.5,3.6
272,영주,2005-03,10.2,-1.6,39.5,3.7
272,영주,2005-04,20,4.8,69.5,2.8
272,영주,2005-05,23.9,10.1,87.5,2.4
272,영주,2005-06,28,16.8,226,1.7
272,영주,2005-07,28.5,20.2,359,1.5
272,영주,2005-08,29.5,20.8,263,1.6
272,영주,2005-09,25.8,16.6,189,1.3
272,영주,2005-10,19.5,7.9,36,2
272,영주,2005-11,12.8,.3,12,2.6
272,영주,2005-12,.7,-8.5,4.6,4.6
272,영주,2006-01,4.3,-5.5,32,3
272,영주,2006-02,5,-4.6,34.6,3.5
272,영주,2006-03,11.5,-1,9.9,3.6
272,영주,2006-04,16.8,5.2,138,2.9
272,영주,2006-05,23.5,11.2,181,2.1
272,영주,2006-06,27.6,15.9,117,1.8
272,영주,2006-07,26.1,19.6,751.5,1.2
272,영주,2006-08,31,21.1,138,1.4
272,영주,2006-09,24.7,12.6,25.5,1.6
272,영주,2006-10,22.8,8.9,24.5,1.6
272,영주,2006-11,12.7,1.9,48.5,2.3
272,영주,2006-12,5.9,-4.4,10.3,2.7
272,영주,2007-01,5.5,-5.3,4.9,3
272,영주,2007-02,9.6,-2.8,40.6,2.9
272,영주,2007-03,11.3,.9,146,3
272,영주,2007-04,17.6,5.1,14.5,3
272,영주,2007-05,23.9,11.2,133.5,2.4
272,영주,2007-06,27.4,16.1,118,1.8
272,영주,2007-07,26.9,19.4,341.5,1.4
272,영주,2007-08,30,21.4,309.5,1.4
272,영주,2007-09,25.1,17.2,316.5,1.3
272,영주,2007-10,20.1,8.4,24,1.8
272,영주,2007-11,11.7,-.8,7.9,2.7
272,영주,2007-12,5.1,-3.5,19,3.3
272,영주,2008-01,3,-5.7,33.1,3.3
272,영주,2008-02,4.1,-7.3,4.3,4.3
272,영주,2008-03,12.3,-.6,65,3
272,영주,2008-04,19.6,4.4,27.2,2.9
272,영주,2008-05,23.9,9.6,62.1,2.7
272,영주,2008-06,25.6,14.5,168,2
272,영주,2008-07,30.3,21.3,312.2,1.7
272,영주,2008-08,29.3,18.7,257.5,1.7
272,영주,2008-09,26.6,14.6,80.6,1.7
272,영주,2008-10,21.1,7.7,30.1,2.3
272,영주,2008-11,11.8,.2,10.7,2.8
272,영주,2008-12,5.6,-5.2,12.3,3.5
272,영주,2009-01,2.9,-8.9,5.3,3.5
272,영주,2009-02,8.4,-3.2,26.5,3.2
272,영주,2009-03,12,-.1,82.9,3.3
272,영주,2009-04,19.1,4.6,77.8,3.2
272,영주,2009-05,25.1,10.6,119.4,2.3
272,영주,2009-06,27.4,15.8,96.1,1.9
272,영주,2009-07,27.7,19.1,392.1,1.8
272,영주,2009-08,28.6,18.7,152.8,1.7
272,영주,2009-09,26.2,13.7,72.8,1.7
272,영주,2009-10,20.9,6.2,16,2.5
272,영주,2009-11,11.5,.8,50.6,3
272,영주,2009-12,4.1,-5.5,41.4,4
272,영주,2010-01,1.2,-9.6,23,4
272,영주,2010-02,5.6,-4,89.8,2.6
272,영주,2010-03,8.5,-.1,100,3
272,영주,2010-04,15.3,2.5,103,3
272,영주,2010-05,23.5,10.1,154.7,2.5
272,영주,2010-06,29.1,15.7,26.1,1.9
272,영주,2010-07,29.4,21.2,99.1,1.8
272,영주,2010-08,31.1,22.9,299.6,1.3
272,영주,2010-09,26,15.9,281.6,1.4
272,영주,2010-10,19.8,6.7,26.1,2
272,영주,2010-11,11.6,-1.7,12.1,3
272,영주,2010-12,4.2,-6.4,21.2,4.1
272,영주,2011-01,-1.5,-11.5,.3,4.9
272,영주,2011-02,7.2,-5.8,52.8,2.6
272,영주,2011-03,9.6,-1.7,26.5,4.2
272,영주,2011-04,17.4,3.5,97.7,3.1
272,영주,2011-05,22.9,10.7,197.4,2.5
272,영주,2011-06,27.9,16.1,401.6,2.1
272,영주,2011-07,28.6,21.3,417.6,1.5
272,영주,2011-08,28.9,20.9,287.4,1.4
272,영주,2011-09,25.6,14.7,116.6,1.9
272,영주,2011-10,19.4,5.7,38.3,2.1
272,영주,2011-11,14.2,4.2,84,2.3
272,영주,2011-12,3.7,-5.5,9.1,3.8
272,영주,2012-01,2.5,-7.3,10.1,3.5
272,영주,2012-02,3.7,-7.4,.5,3.7
272,영주,2012-03,10,.2,78.3,3.4
272,영주,2012-04,18.8,5.6,153.1,3.1
272,영주,2012-05,24.4,11.3,48,2.3
272,영주,2012-06,27.7,16.3,51.1,1.9
272,영주,2012-07,29.7,20.8,321.3,1.9
272,영주,2012-08,30.4,21.6,402.2,1.6
272,영주,2012-09,24.7,14.2,183.3,1.7
272,영주,2012-10,19.8,5.7,55.1,2.1
272,영주,2012-11,9.9,-.3,68,3
272,영주,2012-12,.9,-8.3,60,3.6
272,영주,2013-01,1,-9.5,48.3,3.4
272,영주,2013-02,4.8,-5.2,55,3.8
272,영주,2013-03,13.1,-1.2,41.9,3.5
272,영주,2013-04,15.7,3.2,80.6,3.3
272,영주,2013-05,24.6,10.5,187.8,2.6
272,영주,2013-06,28.5,17.5,183.5,1.6
272,영주,2013-07,29.6,22.1,200.6,1.5
272,영주,2013-08,31.4,20.9,80.7,1.6
272,영주,2013-09,25.5,14.4,183,1.5
272,영주,2013-10,21.3,7.5,39.2,2.1
272,영주,2013-11,10.7,0,53.8,3.4
272,영주,2013-12,4.6,-4.8,26.4,3.7
272,영주,2014-01,4.5,-6.8,6.5,3.3
272,영주,2014-02,7.2,-4.6,6.2,2.3
272,영주,2014-03,12.9,.1,49.5,2.8
272,영주,2014-04,20.2,5.8,63.7,2.7
272,영주,2014-05,25.7,10.6,43.3,2.9
272,영주,2014-06,27.4,16.9,117.1,1.8
272,영주,2014-07,30.4,20.4,85.5,1.9
272,영주,2014-08,27.6,19.4,390.4,1.6
272,영주,2014-09,26.1,13.8,164.5,1.6
272,영주,2014-10,20.1,5.9,183,1.9
272,영주,2014-11,13.1,1.6,37.6,2.5
272,영주,2014-12,2,-7.2,9.1,4.2
272,영주,2015-01,3.9,-6,11,3.5
272,영주,2015-02,6,-3.9,28.1,3.6
272,영주,2015-03,13,-.9,39.3,3.4
272,영주,2015-04,18.1,6.2,83.7,2.5
272,영주,2015-05,26.2,11.2,62,2.7
272,영주,2015-06,28.7,15.7,111.6,1.9
272,영주,2015-07,29.1,20,157,1.7
272,영주,2015-08,31,19.6,43.2,1.6
272,영주,2015-09,26.5,12.9,45.2,1.7
272,영주,2015-10,21.1,7.2,61,2.4
272,영주,2015-11,12.7,4.4,107,2
272,영주,2015-12,6.3,-3.8,22.1,2.8
272,영주,2016-01,1.9,-7.7,4,4.1
272,영주,2016-02,5.5,-4.6,49.9,3.7
272,영주,2016-03,12.5,-.3,36.9,2.8
272,영주,2016-04,20.4,6.5,172,2.5
272,영주,2016-05,25.6,10.4,91.1,2.6
272,영주,2016-06,28.2,16.3,62,1.9
272,영주,2016-07,29.6,20.2,486.3,1.5
272,영주,2016-08,32,20.1,62,1.8
272,영주,2016-09,25.2,15.9,111.9,1.3
272,영주,2016-10,19.6,9.4,93,1.7
272,영주,2016-11,11.6,.2,18.9,2.5
272,영주,2016-12,6.3,-4.3,75.3,3
272,영주,2017-01,3.6,-7.1,3.2,3.8
272,영주,2017-02,5.8,-6,29.2,3.9
272,영주,2017-03,11.8,-1.3,26,2.9
272,영주,2017-04,20,6.1,99.5,2.9
272,영주,2017-05,25.6,11.2,10.8,2.9
272,영주,2017-06,28.4,14.5,53.8,2.1
272,영주,2017-07,29.4,21.4,337.7,1.5
272,영주,2017-08,28.7,20,320.5,1.5
272,영주,2017-09,25.4,12.6,77.3,1.8
272,영주,2017-10,20.2,8.4,73.6,1.8
272,영주,2017-11,10.7,-1.2,8.1,3.2
272,영주,2017-12,2.2,-7.4,15.6,3.9
272,영주,2018-01,.7,-8.3,11.5,4.1
272,영주,2018-02,4.1,-7.7,17.5,3.8
272,영주,2018-03,13.4,.6,110,2.6
272,영주,2018-04,19.6,5.8,175.1,2.8
272,영주,2018-05,23.3,10.8,162.6,2.1
272,영주,2018-06,28.1,16.2,78.8,1.9
272,영주,2018-07,31.6,21,234.2,1.7
272,영주,2018-08,31.2,20.7,411.5,1.4
272,영주,2018-09,23.8,13.1,166.5,1.6
272,영주,2018-10,17.9,5.1,129.8,2.3
272,영주,2018-11,12.6,-.2,68,2
272,영주,2018-12,4.3,-6.1,26,3.3
272,영주,2019-01,3.5,-7.2,.1,3.7
272,영주,2019-02,6.3,-4.3,29.1,3.2
272,영주,2019-03,12.6,-.5,48.7,3.2
272,영주,2019-04,17.8,4.1,64.3,2.6
272,영주,2019-05,25.4,9.9,58,2.6
272,영주,2019-06,27.4,15,87.7,1.7
272,영주,2019-07,28.6,19.6,208.9,1.4
272,영주,2019-08,30.5,20,93.3,1.7
272,영주,2019-09,25.7,15.5,168.8,1.4
272,영주,2019-10,20.2,8.2,147.6,2
272,영주,2019-11,13.3,.5,72.4,2.4
272,영주,2019-12,6,-4.2,17.5,3
272,영주,2020-01,6.2,-3.1,67.6,2.7
272,영주,2020-02,7.6,-3.5,62.1,3
272,영주,2020-03,13.7,.4,16.1,3
272,영주,2020-04,16.9,2.9,26.2,3.3
272,영주,2020-05,23,11.4,147.2,2.2
272,영주,2020-06,28.2,17.1,142.3,1.8
272,영주,2020-07,25.6,18.4,445.9,1.2
272,영주,2020-08,29.6,21.7,437.1,1.2
272,영주,2020-09,24.2,14.1,108.3,1.6
272,영주,2020-10,19.1,5.7,1.2,2.1
272,영주,2020-11,12.7,1.3,40.1,2.8
272,영주,2020-12,3.9,-6.4,5.8,3.5
272,영주,2021-01,2.7,-8.5,11.4,3.3
272,영주,2021-02,8.2,-4.1,8.2,3.7
272,영주,2021-03,14.1,1.9,144.2,2.4
272,영주,2021-04,18.7,5.5,118.8,2.6
272,영주,2021-05,21.2,9.9,153.3,2.3
272,영주,2021-06,26.4,16,74.2,1.4
272,영주,2021-07,30.7,20.5,272.6,1.3
272,영주,2021-08,28.2,19.6,270.3,1.1
272,영주,2021-09,24.8,14.8,199.9,1.3
272,영주,2021-10,20,8,43.5,1.5
272,영주,2021-11,12.9,1.2,47.7,2.7
272,영주,2021-12,6,-5.2,2.4,3.7
272,영주,2022-01,3.5,-8.4,1.1,3.4
272,영주,2022-02,4.3,-6.6,2.7,4.3
272,영주,2022-03,12.8,.3,124.3,2.6
272,영주,2022-04,20.7,5.6,51.3,2.5
272,영주,2022-05,24.8,10.4,3.8,2.7
272,영주,2022-06,27.4,16.4,134.7,1.8
272,영주,2022-07,29.8,21.5,201.7,1.5
272,영주,2022-08,28,20.4,362.3,1.3
272,영주,2022-09,25.8,14.3,76.1,1.6
272,영주,2022-10,19,6.2,58.3,1.9
272,영주,2022-11,15.1,1.3,55.8,2.2
272,영주,2022-12,1.7,-8,11.7,3.7
272,영주,2023-01,3.2,-7.3,30,3.2
272,영주,2023-02,7.9,-4.2,9,2.7
272,영주,2023-03,16.5,.7,31.8,2.4
272,영주,2023-04,18.6,4.8,93.5,2.6
272,영주,2023-05,23.7,10.2,160.2,1.7
272,영주,2023-06,27.1,16.6,483.2,1.8
272,영주,2023-07,29,21,616.7,1.2
272,영주,2023-08,30.5,21.6,318.2,1.3
272,영주,2023-09,26.3,17.1,270.9,1.3
272,영주,2023-10,19.8,6.2,30.2,1.8
272,영주,2023-11,11.9,.5,67.9,3.1
272,영주,2023-12,5.4,-4.8,104.5,2.9
272,영주,2024-01,3.8,-5.3,18.6,3.3
272,영주,2024-02,7.4,-1.7,91.8,1.7
272,영주,2024-03,11.8,.4,53.9,3
272,영주,2024-04,21.4,8.1,55.8,1.8
272,영주,2024-05,23.9,10.2,129,2.3
272,영주,2024-06,28.4,16.2,130.3,1.8
272,영주,2024-07,29.2,22,403,1.6
272,영주,2024-08,32.4,22,66.8,1.3
272,영주,2024-09,28.5,18.7,277,1.1
272,영주,2024-10,20.2,9.5,138,1.3
272,영주,2024-11,14.4,2.8,32.4,2.3
272,영주,2024-12,4.8,-3.7,2.6,4.2
272,영주,2025-01,3.5,-6.6,10.7,3.4
272,영주,2025-02,3.4,-7,7.4,4.4
272,영주,2025-03,12.9,.5,52.3,2.7
272,영주,2025-04,19.6,5.2,78,2.6
273,문경,1972-03,,,46,
273,문경,1972-08,,,95.7,
273,문경,1973-01,5.2,-3.4,84.8,1.5
273,문경,1973-02,6.7,-3.4,19,2.3
273,문경,1973-03,12.1,-1.5,8,2.4
273,문경,1973-04,19.9,5.6,126.9,2
273,문경,1973-05,23.2,11,162.8,1.9
273,문경,1973-06,27.2,16.7,141.7,1.4
273,문경,1973-07,32.8,22.7,52.6,1.3
273,문경,1973-08,32.1,22,81.7,1.1
273,문경,1973-09,25.9,14.2,146.4,.9
273,문경,1973-10,18.6,6.6,53.2,1.1
273,문경,1973-11,11.1,-.5,18.3,2.1
273,문경,1973-12,3.9,-7.9,4.1,2.5
273,문경,1974-01,4.1,-9.1,36.1,1.4
273,문경,1974-02,3.6,-6.2,35.1,1.8
273,문경,1974-03,10,-.8,57.8,2.1
273,문경,1974-04,18.3,5.4,156.7,2.2
273,문경,1974-05,24.3,11.5,224.7,1.5
273,문경,1974-06,27.4,14.7,68,1.5
273,문경,1974-07,26.6,19.5,432.1,.5
273,문경,1974-08,31.8,20.6,78.1,.6
273,문경,1974-09,26.3,12.8,42.6,.9
273,문경,1974-10,19.5,6.6,39.4,1.3
273,문경,1974-11,11.4,-1.1,25.7,1.4
273,문경,1974-12,4.9,-5.1,37.3,1.5
273,문경,1975-01,3,-6,11.4,2.3
273,문경,1975-02,5.1,-4.7,8.5,2.2
273,문경,1975-03,10.9,-.7,99.3,1.9
273,문경,1975-04,19.5,6.4,169.9,1.5
273,문경,1975-05,23.3,11.2,124.6,1.4
273,문경,1975-06,27.7,16.5,88.2,1.1
273,문경,1975-07,29.8,20.9,300.9,1
273,문경,1975-08,32.4,21,87.8,1
273,문경,1975-09,28,17.3,153.7,.9
273,문경,1975-10,20.3,9,66.1,1
273,문경,1975-11,14.1,3.3,61,1.1
273,문경,1975-12,5.2,-5.2,26.6,2.1
273,문경,1976-01,2.7,-8.5,2.3,2.5
273,문경,1976-02,7.8,-2.7,99.1,1.2
273,문경,1976-03,11.6,.3,23.8,2
273,문경,1976-04,17.9,5.4,70.9,1.6
273,문경,1976-05,24,10.2,25.2,1.6
273,문경,1976-06,27.2,16.2,99.1,1.3
273,문경,1976-07,28,18.9,95.4,1
273,문경,1976-08,28.6,20.8,372.8,.9
273,문경,1976-09,25.5,13.6,26.9,1.1
273,문경,1976-10,19.9,7.5,55.2,1.3
273,문경,1976-11,9.8,-.7,20.7,1.8
273,문경,1976-12,5.5,-4,42,1.8
273,문경,1977-01,-.1,-9.3,0,2.2
273,문경,1977-02,5.1,-7.8,0,2.4
273,문경,1977-03,12.2,.6,57.3,1.9
273,문경,1977-04,20,7.2,233.2,1.8
273,문경,1977-05,25,12.2,47.4,1.3
273,문경,1977-06,28.3,17,146.6,1.2
273,문경,1977-07,31.6,22.7,113,.9
273,문경,1977-08,29.5,19.3,135.5,1.1
273,문경,1977-09,26.8,16.5,128.2,1
273,문경,1977-10,23.6,9.1,23.5,.9
273,문경,1977-11,12.2,2.8,71.8,1.4
273,문경,1977-12,7.8,-2.4,32.5,1.3
273,문경,1978-01,3.8,-4.6,4.8,2.4
273,문경,1978-02,4.3,-4.6,39.8,2.5
273,문경,1978-03,11.4,-.3,42.3,2.3
273,문경,1978-04,20.1,6.1,40.2,2
273,문경,1978-05,27,11.2,39.5,1.6
273,문경,1978-06,27.6,17.4,321.3,1
273,문경,1978-07,31.9,22.8,308.6,.6
273,문경,1978-08,31.1,22.2,458.2,.8
273,문경,1978-09,26.1,15.5,44.1,.9
273,문경,1978-10,21.3,7.9,57.5,1
273,문경,1978-11,13.4,3.2,14.6,1.2
273,문경,1978-12,7.9,-2.5,13.1,1.4
273,문경,1979-01,6.6,-3.9,10.5,1.5
273,문경,1979-02,7.8,-3,45.1,1.8
273,문경,1979-03,12.4,.5,97.5,1.6
273,문경,1979-04,17.2,6.2,115.2,2
273,문경,1979-05,23.5,10.4,122.7,1.3
